_inputshopbuymultiple;BUY
tutorial_hint_decks_reward_popup;Just try them out!
tutorial_hint_first_match_description;<b>Play a match</b> and unlock your first cardback!\nCardbacks are a great way to customize the look of your cards.
tutorial_hint_first_match_title;Complete your first match
tutorial_hint_good_game_button;Thank your opponent by clicking the "Good Game" button.
tutorial_hint_keg_opening;You can now open your keg by selecting this button.
tutorial_hint_keg_opening_2;The last card in every keg is a choice of 1 out of 3.
tutorial_hint_keg_opening_3;It's time to add your new cards to your deck. Let's do that now!
tutorial_hint_level_progress_banner;Each match gives you experience points.
tutorial_hint_progress_to_unlock;Progress to unlock
tutorial_hint_rank_progress_banner;Each victory comes with a mosaic piece.
tutorial_hint_rankup_outcome;Your rank just went up, well done!\n\n Rank represents your standing against other players in Gwent.
tutorial_hint_reward_book_faction;This is where you spend reward points to unlock ornaments and extra resources.
tutorial_hint_reward_book_leader;In this tree you can find a special ornament among other rewards.
tutorial_hint_reward_book_main;This is a faction's main reward tree. Go ahead and click on it.
tutorial_hint_score;This is the summary of the match.
tutorial_hint_second_match_description;In the next match, learn about another faction and unlock the Greenhorn border.\nBorders are cool additions to your avatar!
tutorial_hint_second_match_title;Complete the second match
tutorial_hint_shop_first_entry;Here you can purchase all the in-game valuables.
tutorial_hint_shop_first_time;Let's see what's on offer in Shupe's Shop!
tutorial_hint_social_panel_friends_first_entry;Here you can invite friends and battle them.
tutorial_hint_social_panel_quests_first_entry;Here you can see your daily quests.
tutorial_hint_standard_mode_description;It's time to try Standard Mode, the best way to experience Gwent.
tutorial_hint_third_match_description;Finishing the next match will <b>unlock Starter decks for all factions!</b>\nYou'll also receive: 1 Card Keg and new resources to grow your collection.
tutorial_hint_third_match_title;Complete the final match
tutorial_hint_unlocked_achievements;You've unlocked contracts!
tutorial_keg_reward_failure;An error occurred while adding the keg to your account. Please contact technical support.
tutorial_keg_reward_text;You've received a new Card Keg!\nYou can open it in the Shop.
tutorial_keg_reward_title;CONGRATULATIONS!
tutorial_potion_description_mulligan;N/A
tutorial_potion_name_mulligan;N/A
tutorial_question_question;Tutorial
tutorial_question_title;Do you want to play a tutorial to learn the basics?
tutorial_reward_gems_desc;You've received x{0} Meteorite Powder! You can use it to transmute cards to their premium versions.
tutorial_reward_gems_title;CONGRATULATIONS!
tutorial_reward_ore_desc;You have been awarded {0} Ore! Use it to purchase Card Kegs from the Shop!
tutorial_reward_ore_title;CONGRATULATIONS!
tutorial_reward_scraps_desc;You have been awarded {0} Scraps! Use them to craft new cards!
tutorial_reward_scraps_title;CONGRATULATIONS!
tutorial_shop_question_question;Do you want to play the Shop tutorial?
tutorial_shop_question_title;Shop Tutorial
tutorial_victory_outcomescreen_celebration;You won rounds 2 and 3 - and the entire match! Congratulations!
tutorial_welcome_desc;During three short battles we will teach you how to beat your opponent. This brief summary should take no longer than 20 minutes.\n\nIf you get the hang of it faster, you will be able to skip tutorial at any point.
tutorial_welcome_title;Welcome to Gwent!
tutorial_window_title;Tutorial
ui_ability_difficulty_advanced;Advanced
ui_ability_difficulty_beginner;Basic
ui_ability_hint_generic;Here are some cards worth adding to a deck with this ability.
ui_ability_hint_title;Tips & Tricks
ui_ability_name_1;Carapace
ui_ability_name_-1;Alzur
ui_ability_name_10;Imprisonment
ui_ability_name_11;Double Cross
ui_ability_name_12;Lockdown
ui_ability_name_13;Mobilization
ui_ability_name_14;Stockpile
ui_ability_name_15;Shieldwall
ui_ability_name_16;Royal Inspiration
ui_ability_name_17;Pincer Maneuver
ui_ability_name_18;Inspired Zeal
ui_ability_name_19;Precision Strike
ui_ability_name_2;Force of Nature
ui_ability_name_20;Deadeye Ambush
ui_ability_name_21;Invigorate
ui_ability_name_22;Call of Harmony
ui_ability_name_23;Guerilla Tactics
ui_ability_name_24;Nature's Gift
ui_ability_name_25;Ursine Ritual
ui_ability_name_26;Onslaught
ui_ability_name_27;Patricidal Fury
ui_ability_name_28;Battle Trance
ui_ability_name_29;Reckless Flurry
ui_ability_name_3;White Frost
ui_ability_name_30;Rage of the Sea
ui_ability_name_31;Congregate
ui_ability_name_32;Pirate's Cove
ui_ability_name_33;Jackpot
ui_ability_name_34;Off the books
ui_ability_name_35;Blood Money
ui_ability_name_36;Lined Pockets
ui_ability_name_39;Hidden Cache
ui_ability_name_4;Arachas Swarm
ui_ability_name_40;Blaze of Glory
ui_ability_name_41;Mahakam Forge
ui_ability_name_42;Uprising
ui_ability_name_43;Imposter
ui_ability_name_44;Overwhelming Hunger
ui_ability_name_45;Alzur
ui_ability_name_5;Blood Scent
ui_ability_name_6;Fruits of Ysgith
ui_ability_name_7;Tactical Decision
ui_ability_name_8;Imperial Formation
ui_ability_name_9;Enslave
ui_ability_type_card_manipulation;Card Manipulation Ability
ui_ability_type_defensive;Defensive Ability
ui_ability_type_offensive;Offensive Ability
ui_ability_type_spawning;Spawning Ability
ui_ability_type_utility;Utility Ability
ui_build_new_deck;Build a New Deck
ui_cardback_group_1_title;Basic
ui_cardback_group_10_title;Winter Event
ui_cardback_group_11_title;Lunar Year Events
ui_cardback_group_12_title;Love Events
ui_cardback_group_13_title;Year of Wererat
ui_cardback_group_14_title;Geralt's Journey
ui_cardback_group_15_title;GWENT Masters
ui_cardback_group_16_title;Master Mirror Expansion
ui_cardback_group_17_title;Ciri's Journey
ui_cardback_group_18_title;Saovine Events
ui_cardback_group_19_title;Alzur's Journey
ui_cardback_group_2_title;Wild Boar Seasons
ui_cardback_group_20_title;Way of the Witcher
ui_cardback_group_21_title;Cyberpunk 2077
ui_cardback_group_22_title;Yennefer's Journey
ui_cardback_group_23_title;Gwent Masters - Season 3
ui_cardback_group_24_title;Special occasions
ui_cardback_group_25_title;Triss' Journey
ui_cardback_group_3_title;Wererat Seasons
ui_cardback_group_4_title;Crimson Curse Expansion
ui_cardback_group_5_title;Novigrad Expansion
ui_cardback_group_6_title;Iron Judgment Expansion
ui_cardback_group_7_title;Thronebreaker
ui_cardback_group_8_title;GWENT Partners
ui_cardback_group_9_title;Merchants of Ofir Expansion
ui_coin_group_1_title;Basic
ui_coin_group_11_title;Triss' Journey
ui_coin_group_12_title;Expansion
ui_coin_group_13_title;Special occasions
ui_coin_group_2_title;Geralt's Journey
ui_coin_group_3_title;Ciri's Journey
ui_coin_group_4_title;Cyberpunk 2077
ui_coin_group_5_title;Alzur's Journey
ui_coin_group_6_title;Winter Event
ui_coin_group_7_title;Yennefer's Journey
ui_coin_group_9_title;Gwent Masters - Season 3
ui_complete;Completed
ui_crown_pieces;Crown Pieces
ui_db_build_a_deck;BUILD A DECK
ui_db_change_ability;Change Ability
ui_db_deck_name_copy;Copy
ui_db_duplicate_deck;Duplicate Deck
ui_db_pick_your_faction;Pick Your Faction
ui_db_toggle_ability_hint;TOGGLE ABILITY HINT
ui_deckbuilder_clear_text;Clear Text
ui_equip;Equip
ui_final_round;Final round start
ui_gameboard_group_1_title;Basic
ui_gameboard_group_10_title;Year of Wererat
ui_gameboard_group_11_title;Temple of Lilvani
ui_gameboard_group_12_title;Bridge
ui_gameboard_group_14_title;Laboratory
ui_gameboard_group_16_title;Price of Power
ui_gameboard_group_2_title;Novigrad
ui_gameboard_group_3_title;Lyria
ui_gameboard_group_4_title;Aedirn
ui_gameboard_group_5_title;Mahakam
ui_gameboard_group_6_title;Year of Wild Boar
ui_gameboard_group_7_title;Tavern
ui_gameboard_group_8_title;Ship
ui_gameboard_group_9_title;Lunar Year Events
ui_gwent_deck_library;Gwent Deck Library
ui_journey_claim_rewards;Claim rewards!
ui_journey_congratulations;Congratulations! You've leveled up!
ui_journey_crowns_collected;Crowns for winning rounds
ui_journey_crowns_quests;Crowns for completing quests
ui_journey_crowns_tooltip;Crowns collected in current Journey Level
ui_journey_level_tooltip;Your current level in Journey
ui_journey_main_panel_buy;Unlock Premium
ui_journey_main_panel_extended_path;Premium
ui_journey_main_panel_fast_travel;Fast Travel
ui_journey_main_panel_levels;Levels
ui_journey_main_panel_standard_path;Standard
ui_journey_main_panel_story;Journey Story
ui_journey_new_quests;The next set of quests will come next week...
ui_journey_popup_congratulation;Congratulations!
ui_journey_popup_finish_journey;You've finished Triss' Journey! Cherish souvenirs and trinkets you've gathered on the way, wear proudly your new outfits!
ui_journey_popup_journey_end;The Journey has ended - gaining crown pieces will grant you Reward Points
ui_journey_popup_premium_alzur_desc;Get a head start and unlock 25 levels instantly.\nUnlock the legendary Alzur skin and additional ornaments!
ui_journey_popup_premium_button;One-time deal
ui_journey_popup_premium_ciri_desc;Get a head start and unlock 25 levels instantly.\n Unlock Legendary Ciri skin and additional ornaments!
ui_journey_popup_premium_ciri_title;Premium Pass +25 levels
ui_journey_popup_premium_desc;Get a head start and unlock 25 levels instantly.\n Unlock the legendary Geralt skin and additonal ornaments!
ui_journey_popup_premium_title;Fast Travel Bundle
ui_journey_popup_premium_triss_desc;Get a head start and unlock 25 levels instantly.\n Unlock legendary Triss skin and additional ornaments!
ui_journey_popup_premium_yen_desc;Get a head start and unlock 25 levels instantly.\n Unlock legendary Yennefer skin and additional ornaments!
ui_journey_popup_standard_alzur_desc;Unlock the legendary Alzur skin immediately!
ui_journey_popup_standard_ciri_desc;Unlock Legendary Ciri skin immediately!
ui_journey_popup_standard_desc;Unlock the legendary Geralt skin immediately
ui_journey_popup_standard_title;Premium Pass
ui_journey_popup_standard_triss_desc;Unlock legendary Triss skin immediately!
ui_journey_popup_standard_yen_desc;Unlock legendary Yennefer skin immediately!
ui_journey_popup_start_journey;Triss' Journey begins! Participate by playing matches and completing weekly quests.\nGain Legendary vanities and discover Triss' past.
ui_journey_popup_start_title;Welcome!
ui_journey_social_panel_week;WEEK {0} / {1}
ui_journey_story_extended_next_week;The next part of Geralt's Journey will come next week...
ui_journey_story_heading;Tale of Triss by Condwiramurs
ui_journey_story_standard_next_week;The next part of the Story will come next week...
ui_journey_story_standard_title;Dandelion
ui_journey_timer_days;{0} DAYS
ui_journey_timer_ends;ENDS:
ui_journey_until_next_level;until next level
ui_journey_value;Value of {0}
ui_journey_well_rested_bonus;Well Rested Bonus
ui_journey_well_rested_bonus_daily;Bonus to Crowns you collect for winning rounds - resets daily
ui_leader_name_10000;Wraith
ui_leader_name_10001;Gascon
ui_leader_name_10002;Emhyr var Emreis
ui_leader_name_10003;Arachas Queen
ui_leader_name_10004;Gernichora
ui_leader_name_10005;Usurper
ui_leader_name_10006;Dettlaff van der Eretein
ui_leader_name_10007;Ardal aep Dahy
ui_leader_name_10008;Unseen Elder
ui_leader_name_10009;Anna Henrietta
ui_leader_name_10010;Jan Calveit
ui_leader_name_10011;Morvran Voorhis
ui_leader_name_10012;King Foltest
ui_leader_name_10013;Woodland Spirit
ui_leader_name_10014;Radovid V
ui_leader_name_10015;Queen Calanthe
ui_leader_name_10016;King Henselt
ui_leader_name_10017;Princess Adda
ui_leader_name_10018;Queen Meve
ui_leader_name_10019;Bandit
ui_leader_name_10020;King Demavend III
ui_leader_name_10021;Dana Méadbh
ui_leader_name_10022;Francesca Findabair
ui_leader_name_10023;Eldain
ui_leader_name_10024;Filavandrel aén Fidháil
ui_leader_name_10025;Brouver Hoog
ui_leader_name_10026;Eithné
ui_leader_name_10027;Bran Tuirseach
ui_leader_name_10028;Crach An Craite
ui_leader_name_10029;Harald the Cripple
ui_leader_name_10030;Eist Tuirseach
ui_leader_name_10031;Arnjolf the Patricide
ui_leader_name_10032;Svalblod
ui_leader_name_10033;King of Beggars
ui_leader_name_10034;Cyrus Engelkind Hemmelfart
ui_leader_name_10035;Sigismund Dijkstra
ui_leader_name_10036;Cleaver
ui_leader_name_10037;Gudrun Bjornsdottir
ui_leader_name_10038;Whoreson Junior
ui_leader_name_10039;Eredin Bréacc Glas
ui_leader_name_10040;Commando Leader
ui_leader_name_10041;Geralt
ui_leader_name_10042;Gaunter O'Dimm
